brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,ID,proc
HP,15s,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,45490,46990,3,4.3,523,66,351,351
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,31799,36999,14,0.0,0,0,352,352
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,72500,80900,10,4.4,40,3,353,353
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,59990,93690,35,3.9,44,6,354,354
Lenovo,A6-9225,AMD,A6-9225 Processor,Missing,4,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,24990,32790,23,3.7,63,12,355,355
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,60990,67861,10,4.4,183,42,356,356
HP,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,44900,51000,11,4.2,1029,107,357,357
DELL,Core,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,99990,128665,22,0.0,0,0,358,358
ASUS,Vivobook,AMD,Ryzen 3,Missing,8,DDR4,256,0,Windows,64,0,Casual,14.1,1,No,No,37990,46990,19,4.2,39,3,359,359
ASUS,Vivobook,Intel,Pentium Quad,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,33990,39990,15,4.3,6,0,360,360
DELL,G5,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,6,Casual,14.96,0,No,No,76190,80996,5,4.4,358,64,361,361
Lenovo,Yoga,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,87990,125890,30,4.7,28,6,362,362
DELL,INSPIRON,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32,0,Casual,14.96,0,No,No,40890,45990,11,4.0,527,46,363,363
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,43590,59781,27,0.0,0,0,364,364
MSI,Pulse,Intel,i7,Missing,,,0,0,Missing,32,4,Casual,0,0,No,No,109590,123990,11,4.6,5,2,365,365
ASUS,ROG,AMD,Ryzen 7,Missing,16,DDR5,512,0,Windows,64,4,Casual,15.6,0,No,No,106990,132990,19,0.0,0,0,366,366
HP,14s,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,57990,63179,8,4.3,1541,123,367,367
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,94990,101990,6,4.5,118,15,368,368
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.3,1,No,Yes,69490,69736,0,4.2,72,7,369,369
Lenovo,Thinkbook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,3,Yes,Yes,68990,159180,56,4.6,44,8,370,370
Lenovo,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,32,0,Casual,15.6,1,No,Yes,77990,80366,2,4.3,17,2,371,371
DELL,G7,NVIDIA,GeForce RTX,Missing,15.6,Full,0,0,Missing,32,8,Casual,0,0,No,No,179990,227250,20,4.5,17,2,372,372
MSI,Stealth,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,2,No,No,119990,162990,26,4.3,20,3,373,373
HP,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,32,0,Casual,14.1,0,No,No,38799,47916,19,4.4,30,1,374,374
ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,4,Casual,16,1,No,No,194990,0,0,0.0,0,0,375,375
HP,Envy,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,104000,118776,12,0.0,0,0,376,376
ALIENWARE,Core,NVIDIA,GeForce RTX,Missing,15.6,Full,0,0,Missing,32,8,Casual,0,0,No,No,345390,377798,8,4.6,10,3,377,377
MSI,Core,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,2,Casual,14,0,No,No,76990,85990,10,0.0,0,0,378,378
MSI,Modern,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,Casual,14,1,No,No,49990,67990,26,0.0,0,0,379,379
MSI,Core,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,38990,53900,27,4.5,53,11,380,380
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,58990,74066,20,4.0,8,1,381,381
Lenovo,Yoga,AMD,Ryzen 5,Missing,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,3,Yes,Yes,74798,104890,28,0.0,0,0,382,382
ASUS,ROG,AMD,Ryzen 7,Missing,16,DDR5,1024,0,Windows,32,4,Casual,15.6,1,No,No,114990,145990,21,0.0,0,0,383,383
MSI,Creator,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,0,No,No,192990,223890,13,0.0,0,0,384,384
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4,LPDDR4X,0,0,Windows,32,0,Casual,0,0,No,No,38990,47990,18,0.0,0,0,385,385
ASUS,ZenBook,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,105990,140990,24,4.4,59,11,386,386
MSI,Prestige,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,No,No,79990,95990,16,0.0,0,0,387,387
Lenovo,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,36990,57990,36,3.7,103,10,388,388
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,58990,73990,20,4.3,88,13,389,389
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55490,80711,31,4.1,337,27,390,390
ASUS,Vivobook,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,92990,129990,28,4.7,25,4,391,391
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,69990,104890,33,4.6,10,2,392,392
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,4,Casual,16.1,0,No,No,68100,78900,13,0.0,0,0,393,393
ASUS,Zenbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,84990,116990,27,4.2,10,2,394,394
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,59990,76143,21,3.8,31,7,395,395
HP,15s,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,39990,45514,12,3.9,324,45,396,396
DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,44390,56573,21,4.0,276,24,397,397
ASUS,ZenBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,2,Casual,14,1,No,Yes,124990,146990,14,4.6,17,1,398,398
Lenovo,Yoga,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,Yes,Yes,77990,104890,25,0.0,0,0,399,399
DELL,XPS,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,111890,154446,27,0.0,0,0,400,400
DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,15.6,0,No,No,122410,0,0,0.0,0,0,401,401
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,No,65990,88037,25,4.3,10,0,402,402
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,14,1,No,Yes,72990,90990,19,4.7,76,14,403,403
HP,Pavilion,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,69267,0,0,0.0,0,0,404,404
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,44690,60122,25,4.3,9,0,405,405
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,71090,89849,20,4.1,44,6,406,406
HP,Spectre,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,Casual,13.3,1,Yes,No,179990,216368,16,4.2,13,5,407,407
Lenovo,IdeaPad,Intel,Ryzen 7,Missing,16,DDR4,512,0,Windows,32,4,Casual,16,3,No,Yes,81490,137000,40,0.0,0,0,408,408
MSI,Katana,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,74990,95990,21,0.0,0,0,409,409
HP,15s,AMD,Ryzen 3,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,44490,49000,9,4.3,267,42,410,410
DELL,Vostro,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,44427,0,0,0.0,0,0,411,411
acer,Swift,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,4,Casual,14,1,No,No,99990,139999,28,0.0,0,0,412,412
MSI,Summit,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,15.6,2,Yes,No,154990,156990,1,4.0,3,2,413,413
DELL,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,1024,0,Windows,32,0,Casual,15.6,0,No,No,57900,78900,26,4.7,3,1,414,414
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,13.3,1,No,Yes,79990,98990,19,4.4,11,3,415,415
ASUS,TUF,AMD,Ryzen 7,Missing,8,DDR4,1024,0,Windows,32,4,Gaming,15.6,0,No,No,95990,105990,9,4.7,57,3,416,416
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,74590,109990,32,4.4,898,128,417,417
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,55490,67990,18,4.3,138,16,418,418
ASUS,Vivobook,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,Casual,14,1,No,No,35990,46990,23,0.0,0,0,419,419
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,Yes,59999,62511,4,4.1,118,28,420,420
Lenovo,Yoga,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,13.3,1,No,Yes,122990,167890,26,3.0,4,2,421,421
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,14,1,No,Yes,66490,87168,23,4.1,199,17,422,422
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,53400,69500,23,4.1,46,6,423,423
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55090,67931,18,4.4,364,52,424,424
acer,Predator,Intel,Core i7,10th,16,DDR4,2048,0,Windows,64,8,Casual,15.6,1,No,No,159990,160190,0,3.8,4,0,425,425
ASUS,Zenbook,AMD,Ryzen 5,Missing,16,LPDDR4X,512,0,Windows,64,0,Casual,14,0,Yes,No,91990,116990,21,0.0,0,0,426,426
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,90190,107262,15,4.3,6,1,427,427
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,51649,62990,18,0.0,0,0,428,428
ASUS,Vivobook,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,56990,74990,24,0.0,0,0,429,429
MSI,GS66,Intel,i7,Missing,,,0,0,Missing,32,8,Casual,0,0,No,No,207290,235990,12,0.0,0,0,430,430
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,74500,78990,5,4.4,45,5,431,431
DELL,XPS,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,114990,115729,0,0.0,0,0,432,432
HP,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,41990,47264,11,4.0,69,5,433,433
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,14,0,No,No,61990,68859,9,4.1,35,4,434,434
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,No,82990,107990,23,4.5,844,118,435,435
acer,Aspire,AMD,Dual Core,Missing,4,DDR4,256,0,Windows,64,0,Casual,14,1,No,No,29990,34990,14,0.0,0,0,436,436
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,512,0,Mac,64,0,Casual,13,1,No,No,159990,174900,8,4.4,32,5,437,437
ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,46990,55990,16,4.0,1444,179,438,438
APPLE,MacBook,Intel,Core i5,8th,8,DDR3,512,0,Mac,64,0,Casual,13.3,1,No,No,172090,179900,4,4.2,108,13,439,439
HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,Yes,84208,0,0,0.0,0,0,440,440
Lenovo,Core,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,14,0,Yes,No,88488,96995,8,0.0,0,0,441,441
acer,Predator,Pre-installed,Genuine Windows,Missing,Dual,Cooling,0,0,Missing,32,4,Casual,0,0,No,No,129999,0,0,4.5,3227,693,442,442
MSI,Modern,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,64990,78990,17,0.0,0,0,443,443
MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,109990,134990,18,4.3,138,30,444,444
MSI,Sword,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,74990,95990,21,0.0,0,0,445,445
Lenovo,Ideapad,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,60990,0,0,4.4,530,69,446,446
ASUS,Core,Intel,Core i7,10th,32,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,No,224990,272990,17,4.7,9,0,447,447
DELL,XPS,Intel,i5,Missing,,,0,0,Missing,32,0,ThinNlight,0,1,No,No,139990,155720,10,0.0,0,0,448,448
HP,OMEN,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,159990,186348,14,4.8,17,2,449,449
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,56490,57240,1,4.5,814,112,450,450
ASUS,Core,Intel,Core i5,10th,8,DDR4,256,1024,Windows,32,2,Casual,15.6,0,No,No,58990,67990,13,5.0,1,1,451,451
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,52632,0,0,0.0,0,0,452,452
ASUS,Vivobook,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,104990,142990,26,4.5,14,2,453,453
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,Yes,76990,116990,34,0.0,0,0,454,454
ASUS,EeeBook,Intel,Pentium Silver,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,31990,40990,21,3.8,5,0,455,455
MSI,Sword,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,86990,107990,19,0.0,0,0,456,456
Lenovo,ThinkPad,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,3,No,No,147000,0,0,0.0,0,0,457,457
ASUS,TUF,Intel,Core i5,11th,16,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,No,87990,126990,30,0.0,0,0,458,458
HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,47990,51165,6,4.3,1605,215,459,459
acer,Swift,Intel,Core i5,7th,8,DDR3,256,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,86867,99999,13,4.4,39,3,460,460
DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,39990,49613,19,4.1,409,39,461,461
Lenovo,Ideapad,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,40200,49999,19,3.9,48,1,462,462
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55990,65438,14,4.2,75,9,463,463
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,77990,93565,16,0.0,0,0,464,464
MSI,Prestige,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,No,No,89990,99240,9,0.0,0,0,465,465
MSI,Stealth,Intel,Core i7,12th,32,DDR5,1024,0,Windows,64,8,Casual,15.6,0,No,No,279990,313990,10,0.0,0,0,466,466
HP,Envy,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,106490,138366,23,4.7,3,0,467,467
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,32,2,Casual,14,1,No,Yes,70990,113290,37,4.6,11,3,468,468
ASUS,ROG,Intel,Core i9,12th,32,DDR5,1024,0,Windows,64,6,Casual,15.6,0,No,No,299990,376990,20,0.0,0,0,469,469
ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,No,114990,181990,36,4.7,14,1,470,470
HP,15,Intel,Core i7,8th,8,DDR4,128,1024,Windows,64,4,Casual,15.6,1,No,No,116941,0,0,0.0,0,0,471,471
MICROSOFT,Surface,Intel,Core i5,10th,8,LPDDR4X,128,0,Windows,64,0,Casual,13,0,Yes,No,100190,104999,4,4.4,56,8,472,472
ASUS,Vivobook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Windows,64,0,Casual,0,0,No,No,26990,28990,6,0.0,0,0,473,473
Lenovo,ThinkPad,Intel,Core i5,10th,16,DDR4,512,512,Windows,64,0,ThinNlight,14,3,Yes,No,155411,0,0,0.0,0,0,474,474
HP,Spectre,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,239759,0,0,0.0,0,0,475,475
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,64990,77487,16,4.4,125,11,476,476
acer,Nitro,AMD,5,Missing,,,0,0,Missing,32,4,Casual,0,0,No,No,72990,99999,27,4.5,425,67,477,477
Lenovo,Core,Intel,Core i3,10th,8,DDR4,256,0,Windows,32,0,Casual,14,0,No,No,40990,56800,27,3.7,3,0,478,478
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.96,1,No,No,42490,54723,22,0.0,0,0,479,479
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,No,80000,83085,3,4.6,34,6,480,480
ASUS,VivoBook,Intel,Celeron Dual,Missing,4,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,29890,33990,12,4.0,7,0,481,481
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,44990,56990,21,4.4,313,39,482,482
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,57990,65000,10,0.0,0,0,483,483
HP,15s,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,53490,59990,10,4.4,826,118,484,484
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,76990,104000,25,4.5,15,7,485,485
DELL,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,43970,46138,4,3.9,16,0,486,486
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,121990,138399,11,0.0,0,0,487,487
acer,Extensa,Intel,Pentium Quad,Missing,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,30990,34990,11,4.2,465,89,488,488
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,4,Casual,16.1,0,No,No,116990,132717,11,0.0,0,0,489,489
APPLE,MacBook,Apple,M1 Processor,Missing,16,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,124990,132900,5,4.7,45,4,490,490
ASUS,ExpertBook,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,No,40990,51990,21,0.0,0,0,491,491
Lenovo,Legion,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16,0,No,No,151098,224490,32,4.4,7,0,492,492
ASUS,VivoBook,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,78990,104990,24,4.5,35,4,493,493
DELL,G15,NVIDIA,GEFORCE RTX,Missing,,,0,0,Missing,32,4,Casual,0,0,No,No,95990,124078,22,4.3,20,5,494,494
DELL,XPS,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,121890,139104,12,1.7,3,0,495,495
realme,Book,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,47999,54999,12,4.4,6352,1014,496,496
ASUS,ExpertBook,Intel,Core i3,11th,4,DDR4,256,0,Missing,64,0,Casual,15.6,0,No,No,35990,42990,16,0.0,0,0,497,497
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,64990,81990,20,4.5,4,0,498,498
ASUS,ZenBook,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,14,1,No,No,85990,99990,14,4.4,18,0,499,499
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,43990,56743,22,0.0,0,0,500,500
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,54990,61990,11,4.4,714,147,501,501
HP,Omen,Intel,i5,Missing,,,0,0,Missing,32,4,Casual,0,0,No,No,102551,0,0,0.0,0,0,502,502
DELL,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,14,0,Yes,No,71999,72246,0,4.3,97,13,503,503
ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,124990,175990,28,5.0,3,0,504,504
Lenovo,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,84988,111890,24,0.0,0,0,505,505
Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,76498,107690,28,0.0,0,0,506,506
MSI,Katana,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,94990,117990,19,0.0,0,0,507,507
HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,90990,103215,11,4.6,273,40,508,508
Vaio,SE,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,2,No,Yes,62890,84690,25,4.0,85,14,509,509
MICROSOFT,Surface,AMD,Ryzen 5,Missing,8,DDR4,128,0,Windows,64,0,Casual,15,0,Yes,No,99990,124999,20,3.8,9,0,510,510
ASUS,VivoBook,AMD,Ryzen 3,Missing,4,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,34500,42990,19,4.3,2886,375,511,511
DELL,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,14.96,1,No,No,98920,101681,2,0.0,0,0,512,512
Lenovo,Legion,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,130990,181890,27,0.0,0,0,513,513
LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,76990,106000,27,0.0,0,0,514,514
ASUS,Vivobook,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,99990,137990,27,0.0,0,0,515,515
HP,Spectre,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.5,0,Yes,No,111999,146194,23,0.0,0,0,516,516
MSI,GP76,Intel,i7,Missing,,,0,0,Missing,32,8,Casual,0,0,No,No,179990,201990,10,4.4,24,5,517,517
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,39990,52990,24,4.4,181,19,518,518
MSI,Pulse,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,15.6,2,No,No,129990,179990,27,4.2,14,3,519,519
ASUS,Zenbook,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,0,Yes,No,134990,170990,21,0.0,0,0,520,520
Lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,2,Casual,14,1,No,Yes,70798,101090,29,4.0,21,3,521,521
DELL,Vostro,AMD,Ryzen 3,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,40590,51105,20,0.0,0,0,522,522
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,59990,84990,29,3.8,9,1,523,523
MSI,Modern,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,54990,69990,21,4.4,1410,203,524,524
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,40990,49990,18,4.4,4008,519,525,525
ASUS,Core,Intel,Core i9,10th,32,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,No,269990,326990,17,4.8,8,1,526,526
acer,ConceptD,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,99500,119999,17,0.0,0,0,527,527
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,No,48990,58990,16,0.0,0,0,528,528
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,13.5,1,Yes,No,149999,178464,15,0.0,0,0,529,529
